iso3,country_name,income_level,ilostat_year,exposed_SEX_F,exposed_SEX_M,sub_SEX_F,sub_SEX_M,both_SEX_F,both_SEX_M,aug_SEX_F,aug_SEX_M,matched_weight_SEX_F,matched_weight_SEX_M,matched_codes_SEX_F,matched_codes_SEX_M,exposed_gap_pp,sub_gap_pp,both_gap_pp,aug_gap_pp,domain,unit_note
MWI,Malawi,Low income,2024,0.15104992385850788,0.13629934552190553,0.06845110937974601,0.05731811015478685,0.07111621414093668,0.06760504549287245,0.01148260033782521,0.011376189874246203,0.7848523703894414,0.8206589013362228,36,39,1.4750578336602342,1.113299922495916,0.35111686480642224,0.010641046357900627,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
NGA,Nigeria,Lower middle income,2024,0.34362502690692687,0.2872087557579497,0.17080949612773422,0.12318215315099297,0.16512343423410963,0.15139530604541976,0.007692096545082947,0.012631296561536963,0.8712496586432752,0.8094920287738315,36,42,5.641627114897718,4.7627342976741245,1.3728128188689874,-0.49392000164540156,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
NLD,Netherlands,High income,2024,0.588775122491438,0.6331726636339909,0.247370575460527,0.24282956098364808,0.292863081573419,0.3337415765137732,0.048541465457492154,0.05660152613656966,1,1,39,41,-4.43975411425529,0.45410144768789074,-4.087849494035417,-0.8060060679077503,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
NOR,Norway,High income,2024,0.5393713373580545,0.5942694289816619,0.21840561969980649,0.23461257498883908,0.2715307157433713,0.3096338941684348,0.049435001914876577,0.050022959824388244,1.0000000000000007,0.9999999999999999,37,40,-5.4898091623607375,-1.6206955289032599,-3.81031784250635,-0.05879579095116674,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
PAK,Pakistan,Lower middle income,2021,0.3264633469975466,0.3652282851105186,0.11071599426764644,0.16207361050307445,0.19663992093097113,0.19013175711970892,0.01910743179892909,0.013022917487735335,0.967262018739211,0.9940015655001465,34,39,-3.876493811297199,-5.1357616235428,0.6508163811262208,0.6084514311193756,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
PER,Peru,Upper middle income,2024,0.44928843481830427,0.445287614142893,0.2132811899194993,0.1975434641246967,0.2181939129651491,0.22485316671403177,0.017813331933655877,0.022890983304164416,0.9999999999999998,0.9999999999999997,41,42,0.40008206754112985,1.5737725794802593,-0.6659253748882682,-0.5077651370508539,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
PHL,Philippines,Lower middle income,2023,0.4983659345939215,0.4343147563864448,0.2440179867336,0.20038701165728626,0.2368856349940408,0.21363347159981227,0.01746231286628057,0.0202942731293464,0.9994461185332252,0.9988661462167832,42,42,6.405117820747669,4.363097507631375,2.325216339422853,-0.2831960263065831,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
PNG,Papua New Guinea,Lower middle income,2022,0.14773348915433002,0.122803239980013,0.08838521222595415,0.06436741585842874,0.05274122508986299,0.05158497560906507,0.0066070518385128495,0.006850848512519182,0.8321923886643066,0.8562589273025516,31,35,2.4930249174317023,2.401779636752541,0.11562494807979204,-0.024379667400633263,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
POL,Poland,High income,2024,0.5912375817491762,0.5763258480836692,0.2570390937276236,0.2376330686326918,0.2935117458853109,0.29910953666880463,0.04068674213624169,0.03958324278217277,0.9929464985403832,0.9947228617270598,41,41,1.491173366550702,1.9406025094931834,-0.5597790783493706,0.11034993540689209,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
PRT,Portugal,High income,2024,0.5766728674645412,0.5718347559487839,0.2762690991783804,0.24224166693297944,0.26623686450491796,0.2914553855062064,0.03416690378124292,0.03813770350959795,0.9999999999999999,1,42,42,0.4838111515757304,3.4027432245400946,-2.5218521001288465,-0.3970799728355026,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
ROU,Romania,High income,2024,0.56010475107547,0.5155057672577674,0.2620757712169135,0.23966967873806927,0.2667514058728453,0.24678114952954364,0.03127757398571126,0.02905493899015452,1,0.9999999999999998,39,41,4.459898381770255,2.2406092478844233,1.9970256343301656,0.22226349955567387,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
RUS,Russian Federation,High income,2024,0.5561253198643339,0.5489175059745919,0.23539706628585758,0.23956752045445018,0.2875353251416948,0.2770044640640271,0.033192928436781684,0.03234552145611463,0.9925826615816965,0.994273371307618,39,39,0.720781388974201,-0.4170454168592602,1.0530861077667653,0.08474069806670564,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
RWA,Rwanda,Low income,2024,0.21974359641761182,0.21115293495901524,0.08287990227025974,0.0835282149987374,0.11862046284468103,0.10850609724395247,0.018243231302671015,0.01911862271632535,0.900840775768973,0.9447846384133942,36,37,0.8590661458596577,-0.06483127284776652,1.0114365600728563,-0.08753914136543361,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
